# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OPA1-AS1	ENSG00000224855	ENST00000433105	antisense	0	0	0	83	0	0	0	0	0	0	0	21	0	0	34	0	4	0	0	0	0	0	0	0	0	0	0	0	0	24
OPA1-AS1	ENSG00000224855	ENST00000444085	antisense	0	0	0	83	0	0	0	0	0	0	0	21	0	0	35	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24
OR5AC1	ENSG00000213439	ENST00000429239	polymorphic_pseudogene	1	3	5	93	0	0	0	0	0	0	0	50	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	43
OR5AC2	ENSG00000196578	ENST00000358642	protein_coding	1	2	2	95	0	0	0	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	56
OR5AC4P	ENSG00000251090	ENST00000509306	unprocessed_pseudogene	0	0	0	87	0	0	0	0	0	0	0	36	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	38
OR5BM1P	ENSG00000250750	ENST00000512021	unprocessed_pseudogene	0	0	0	57	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OR5H1	ENSG00000231192	ENST00000354565	protein_coding	0	3	1	45	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	22
OR5H14	ENSG00000236032	ENST00000437310	protein_coding	0	5	0	75	0	1	1	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26
OR5H15	ENSG00000233412	ENST00000356526	protein_coding	1	6	4	106	0	0	0	0	0	0	0	67	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	39
OR5H2	ENSG00000197938	ENST00000355273	protein_coding	1	1	7	82	0	0	0	0	0	0	0	41	1	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	41
OR5H3P	ENSG00000249975	ENST00000502817	unprocessed_pseudogene	0	0	0	92	0	0	0	0	0	0	0	50	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	35
OR5H4P	ENSG00000248507	ENST00000510851	unprocessed_pseudogene	0	0	0	177	0	0	0	0	0	0	0	56	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	110
OR5H5P	ENSG00000249321	ENST00000503164	unprocessed_pseudogene	0	0	0	186	0	0	0	0	0	0	0	63	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	104
OR5H6	ENSG00000230301	ENST00000383696	protein_coding	1	8	4	113	0	0	1	0	0	0	1	47	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	8	65
OR5H7P	ENSG00000187900	ENST00000514084	unprocessed_pseudogene	0	0	0	118	0	0	0	0	0	0	0	55	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	53
OR5H8P	ENSG00000232535	ENST00000394191	polymorphic_pseudogene	1	5	10	91	0	0	0	0	0	1	0	47	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	5	44
OR5K1	ENSG00000232382	ENST00000332650	protein_coding	0	0	5	49	0	0	1	0	0	0	0	28	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20
OR5K2	ENSG00000231861	ENST00000427338	protein_coding	1	2	1	38	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	20
OR5K3	ENSG00000206536	ENST00000383695	protein_coding	1	0	1	60	0	0	0	0	0	0	0	29	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OR5K4	ENSG00000196098	ENST00000354924	protein_coding	1	1	2	37	0	0	0	0	0	0	0	18	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	19
OR7E100P	ENSG00000242525	ENST00000489105	unprocessed_pseudogene	0	0	0	61	0	0	0	0	0	0	0	23	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	34
OR7E121P	ENSG00000244222	ENST00000494533	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OR7E122P	ENSG00000215160	ENST00000383606	unprocessed_pseudogene	0	0	0	77	0	0	0	0	0	0	0	25	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	46
OR7E129P	ENSG00000180770	ENST00000504655	unprocessed_pseudogene	0	0	0	93	0	0	0	0	0	0	0	43	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	43
OR7E130P	ENSG00000234458	ENST00000415577	unprocessed_pseudogene	0	0	0	122	0	0	0	0	0	0	0	54	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	64
OR7E130P	ENSG00000234458	ENST00000509527	unprocessed_pseudogene	0	0	0	122	0	0	0	0	0	0	0	54	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	64
OR7E21P	ENSG00000251178	ENST00000514634	unprocessed_pseudogene	0	0	0	75	0	0	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	44
OR7E22P	ENSG00000179799	ENST00000331736	unprocessed_pseudogene	0	0	0	95	0	0	0	0	0	0	0	45	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	47
OR7E22P	ENSG00000179799	ENST00000478335	unprocessed_pseudogene	0	0	0	95	0	0	0	0	0	0	0	45	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	45
OR7E29P	ENSG00000243429	ENST00000463158	unprocessed_pseudogene	0	0	0	132	0	0	0	0	0	0	0	74	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	50
OR7E53P	ENSG00000239978	ENST00000418098	unprocessed_pseudogene	0	0	0	189	0	0	0	0	0	0	0	95	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	81
OR7E55P	ENSG00000230655	ENST00000504027	unprocessed_pseudogene	0	0	0	44	0	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18
OR7E66P	ENSG00000243674	ENST00000479200	unprocessed_pseudogene	0	0	0	94	0	0	0	0	0	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	46
OR7E93P	ENSG00000228963	ENST00000508347	unprocessed_pseudogene	0	0	0	149	0	0	0	0	0	0	0	71	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	71
OR7E97P	ENSG00000179170	ENST00000466578	unprocessed_pseudogene	0	0	0	234	0	0	0	0	0	0	0	93	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	123
OSBPL10	ENSG00000144645	ENST00000396556	protein_coding	0	7	4	1995	21	0	3	0	0	0	0	23	0	0	1909	3	0	0	0	1	0	0	0	0	0	0	0	0	7	39
OSBPL10	ENSG00000144645	ENST00000428241	protein_coding	0	4	3	647	0	0	0	0	0	0	0	22	0	0	594	3	0	0	0	0	0	0	1	0	0	0	0	0	3	32
OSBPL10	ENSG00000144645	ENST00000429492	protein_coding	0	6	2	1036	29	0	0	0	0	0	0	23	0	0	950	2	0	0	0	0	0	0	0	0	0	0	0	0	6	34
OSBPL10	ENSG00000144645	ENST00000438237	protein_coding	0	6	2	1980	1	0	3	0	0	0	0	26	0	0	1911	2	0	0	0	0	0	0	0	0	0	0	0	0	6	39
OSBPL10	ENSG00000144645	ENST00000452791	processed_transcript	0	0	0	744	0	0	0	0	0	0	0	22	0	0	680	0	3	0	0	0	0	0	0	0	0	0	0	0	0	39
OSBPL10	ENSG00000144645	ENST00000463504	processed_transcript	0	0	0	669	0	0	0	0	0	0	0	22	0	0	608	0	3	0	0	0	0	0	0	0	0	0	0	0	0	36
OSBPL10	ENSG00000144645	ENST00000465626	retained_intron	0	0	0	722	0	0	0	0	0	0	0	22	0	0	664	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35
OSBPL10	ENSG00000144645	ENST00000466604	processed_transcript	0	0	0	945	0	0	0	0	0	0	0	41	0	0	861	0	6	0	0	0	0	0	0	0	0	0	0	0	0	37
OSBPL10	ENSG00000144645	ENST00000467598	processed_transcript	0	0	0	133	0	0	0	0	0	0	0	27	0	0	86	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
OSBPL10	ENSG00000144645	ENST00000467647	processed_transcript	0	0	0	658	0	0	0	0	0	0	0	23	0	0	597	0	6	0	0	0	0	0	0	0	0	0	0	0	0	32
OSBPL10	ENSG00000144645	ENST00000467955	processed_transcript	1	0	0	1115	0	0	0	0	0	0	0	31	0	0	1038	0	3	0	0	0	0	1	0	0	0	0	0	0	0	44
OSBPL10	ENSG00000144645	ENST00000469557	retained_intron	0	0	0	53	0	0	0	0	0	0	0	26	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
OSBPL10	ENSG00000144645	ENST00000472175	processed_transcript	0	0	0	131	0	0	0	0	0	0	0	28	0	0	81	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20
OSBPL10	ENSG00000144645	ENST00000479173	processed_transcript	0	0	0	1251	0	0	0	0	0	0	0	22	0	0	1184	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44
OSBPL10	ENSG00000144645	ENST00000479396	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	20	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
OSBPL10	ENSG00000144645	ENST00000480671	processed_transcript	0	0	0	1500	0	0	0	0	0	0	0	30	0	0	1433	0	2	0	0	0	0	0	0	0	0	0	0	0	0	35
OSBPL10	ENSG00000144645	ENST00000485205	processed_transcript	0	1	0	988	0	0	0	0	0	0	0	31	0	0	919	0	3	0	0	0	0	0	1	0	0	0	0	0	0	36
OSBPL10	ENSG00000144645	ENST00000490009	processed_transcript	0	0	0	80	0	0	0	0	0	0	0	23	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32
OSBPL10-AS1	ENSG00000232490	ENST00000417313	antisense	1	0	0	122	0	0	0	0	0	0	0	37	0	0	62	0	2	0	0	0	1	0	0	0	0	0	0	0	0	22
OSBPL10-AS1	ENSG00000232490	ENST00000418728	antisense	1	0	0	146	0	0	0	0	0	0	0	37	0	0	86	0	4	0	0	0	1	0	0	0	0	0	0	0	0	20
OSBPL10-AS1	ENSG00000232490	ENST00000428872	antisense	0	0	0	147	0	0	0	0	0	0	0	37	0	0	86	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20
OSBPL10-AS1	ENSG00000232490	ENST00000436598	antisense	0	0	0	128	0	0	0	0	0	0	0	37	0	0	69	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20
OSBPL10-AS1	ENSG00000232490	ENST00000444503	antisense	0	0	0	91	0	0	0	0	0	0	0	37	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0	0	0	28
OSBPL10-AS1	ENSG00000232490	ENST00000447181	antisense	0	0	0	78	0	0	0	0	0	0	0	26	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
OSBPL10-AS1	ENSG00000232490	ENST00000455961	antisense	0	0	0	57	0	0	0	0	0	0	0	27	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
OSBPL10-AS1	ENSG00000232490	ENST00000458127	antisense	0	0	0	40	0	0	0	0	0	0	0	17	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
OSBPL11	ENSG00000144909	ENST00000296220	protein_coding	0	2	0	437	7	0	3	0	0	0	0	23	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31
OSBPL9P1	ENSG00000271389	ENST00000604744	processed_pseudogene	0	0	0	54	0	0	0	0	0	0	0	23	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	26
OSTN	ENSG00000188729	ENST00000339051	protein_coding	0	1	0	237	0	0	0	0	0	0	0	27	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17
OSTN	ENSG00000188729	ENST00000445281	protein_coding	0	1	0	457	20	0	0	0	0	0	0	52	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21
OSTN-AS1	ENSG00000233308	ENST00000430375	antisense	0	1	0	145	0	0	0	0	0	0	0	21	0	0	96	0	1	0	0	0	0	0	1	0	0	0	0	0	0	28
OTOL1	ENSG00000182447	ENST00000327928	protein_coding	0	1	3	110	0	0	0	0	0	0	0	35	0	0	35	3	0	0	0	1	0	0	0	0	0	0	0	0	0	40
OXNAD1	ENSG00000154814	ENST00000285083	protein_coding	0	1	3	267	12	0	1	0	0	0	0	36	0	0	186	3	0	0	0	0	0	0	0	0	0	0	0	0	1	32
OXNAD1	ENSG00000154814	ENST00000435829	protein_coding	0	1	3	468	0	0	1	0	0	0	0	26	0	0	409	3	0	0	0	0	0	0	0	0	0	0	0	0	1	32
OXNAD1	ENSG00000154814	ENST00000442255	nonsense_mediated_decay	0	1	1	258	2	0	1	0	0	0	0	37	0	0	186	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32
OXNAD1	ENSG00000154814	ENST00000452581	nonsense_mediated_decay	0	1	2	235	1	0	1	0	0	0	0	21	0	0	180	2	0	0	0	0	0	0	0	0	0	0	0	0	1	32
OXNAD1	ENSG00000154814	ENST00000486267	retained_intron	0	0	0	92	0	0	0	0	0	0	0	30	0	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	32
OXNAD1	ENSG00000154814	ENST00000544043	protein_coding	0	1	3	442	0	0	0	0	0	0	0	26	0	0	395	3	0	0	0	0	0	0	0	0	0	0	0	0	1	21
OXNAD1	ENSG00000154814	ENST00000605932	protein_coding	0	1	3	468	0	0	1	0	0	0	0	26	0	0	409	3	0	0	0	0	0	0	0	0	0	0	0	0	1	32
OXNAD1	ENSG00000154814	ENST00000606098	protein_coding	0	2	3	524	4	0	0	0	0	0	0	18	0	0	473	3	0	0	0	0	0	0	1	0	0	0	0	0	1	30
OXNAD1	ENSG00000154814	ENST00000607329	processed_transcript	0	2	0	56	0	0	0	0	0	0	0	20	0	0	6	0	4	0	0	0	0	0	2	0	0	0	0	0	0	28
OXSM	ENSG00000151093	ENST00000280701	protein_coding	2	1	1	55	1	0	2	0	0	0	0	24	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	2	0	22
OXSM	ENSG00000151093	ENST00000420173	protein_coding	0	1	1	55	1	0	2	0	0	0	0	24	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	22
OXSM	ENSG00000151093	ENST00000428266	protein_coding	0	0	0	38	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
OXSM	ENSG00000151093	ENST00000448177	nonsense_mediated_decay	0	0	0	55	1	0	2	0	0	0	0	24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
OXSM	ENSG00000151093	ENST00000449808	processed_transcript	0	0	0	40	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
OXSM	ENSG00000151093	ENST00000452098	protein_coding	0	0	0	76	0	0	0	0	0	0	0	16	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
OXSM	ENSG00000151093	ENST00000460195	processed_transcript	0	0	0	53	0	0	0	0	0	0	0	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
OXSM	ENSG00000151093	ENST00000464688	processed_transcript	0	0	0	72	0	0	0	0	0	0	0	17	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
OXSR1	ENSG00000172939	ENST00000311806	protein_coding	7	2	3	322	9	0	1	0	0	0	0	13	0	0	280	2	0	0	0	2	0	0	0	0	0	0	0	7	1	19
OXSR1	ENSG00000172939	ENST00000426620	nonsense_mediated_decay	0	0	0	255	2	0	0	0	0	0	0	13	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
OXSR1	ENSG00000172939	ENST00000446845	protein_coding	0	1	2	307	0	0	1	0	0	0	0	15	0	0	272	2	0	0	0	0	0	0	0	0	0	0	0	0	1	19
OXSR1	ENSG00000172939	ENST00000467900	retained_intron	0	0	0	72	0	0	0	0	0	0	0	17	0	0	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
OXSR1	ENSG00000172939	ENST00000483695	retained_intron	0	0	0	64	0	0	0	0	0	0	0	16	0	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
OXSR1	ENSG00000172939	ENST00000492714	processed_transcript	0	0	0	92	0	0	0	0	0	0	0	9	0	0	62	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
OXTR	ENSG00000180914	ENST00000316793	protein_coding	0	4	6	214	12	1	3	0	0	0	0	35	0	0	119	4	0	0	0	2	0	0	0	0	0	0	0	0	3	45
OXTR	ENSG00000180914	ENST00000431493	protein_coding	0	1	0	100	0	1	3	0	0	0	0	42	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
OXTR	ENSG00000180914	ENST00000449615	protein_coding	0	1	0	92	0	0	3	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46
OXTR	ENSG00000180914	ENST00000474615	retained_intron	0	0	0	98	0	0	0	0	0	0	0	42	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	45
P2RY1	ENSG00000169860	ENST00000305097	protein_coding	0	2	0	54	2	0	4	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29
P2RY12	ENSG00000169313	ENST00000302632	protein_coding	0	5	2	326	4	1	1	0	0	0	0	34	0	0	258	1	0	0	0	1	0	0	0	0	0	0	0	0	4	29
P2RY12	ENSG00000169313	ENST00000468596	retained_intron	0	0	0	73	0	0	0	0	0	0	0	31	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	28
P2RY13	ENSG00000181631	ENST00000325602	protein_coding	0	2	3	52	11	0	0	0	0	0	0	21	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	19
P2RY14	ENSG00000174944	ENST00000309170	protein_coding	0	3	1	368	3	0	1	0	0	0	0	30	0	0	308	1	0	0	0	0	0	0	0	0	0	0	0	0	3	26
P2RY14	ENSG00000174944	ENST00000424796	protein_coding	0	3	1	229	1	0	2	0	0	0	0	28	0	0	175	1	0	0	0	0	0	0	0	0	0	0	0	0	3	23
P2RY14	ENSG00000174944	ENST00000494668	protein_coding	0	1	1	358	0	0	2	0	0	0	0	24	0	0	307	1	0	0	0	0	0	0	0	0	0	0	0	0	1	25
P4HTM	ENSG00000178467	ENST00000343546	protein_coding	0	1	1	54	1	0	0	0	0	0	0	13	0	0	32	1	0	0	0	0	0	0	1	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000383729	protein_coding	0	1	1	54	1	0	0	0	0	0	0	13	0	0	32	1	0	0	0	0	0	0	1	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000444213	protein_coding	0	1	1	47	0	0	0	0	0	0	0	7	0	0	32	1	0	0	0	0	0	0	1	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000468374	processed_transcript	0	1	0	46	0	0	0	0	0	0	0	7	0	0	32	0	1	0	0	0	0	0	1	0	0	0	0	0	0	7
P4HTM	ENSG00000178467	ENST00000472301	retained_intron	0	1	0	55	0	0	0	0	0	0	0	13	0	0	32	0	2	0	0	0	0	0	1	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000472796	protein_coding	0	0	1	25	0	0	0	0	0	0	0	8	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
P4HTM	ENSG00000178467	ENST00000475629	protein_coding	0	1	0	41	0	0	0	0	0	0	0	11	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000484115	retained_intron	0	1	0	55	0	0	0	0	0	0	0	13	0	0	25	0	9	0	0	0	0	0	1	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000485210	retained_intron	0	0	0	26	0	0	0	0	0	0	0	12	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
P4HTM	ENSG00000178467	ENST00000486817	processed_transcript	0	0	0	37	0	0	0	0	0	0	0	12	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13
P4HTM	ENSG00000178467	ENST00000491739	protein_coding	0	0	1	31	1	0	0	0	0	0	0	13	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
P4HTM	ENSG00000178467	ENST00000609406	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
PA2G4P4	ENSG00000230457	ENST00000473864	processed_pseudogene	0	0	0	60	0	0	0	0	0	0	0	21	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	34
PABPC1P10	ENSG00000239443	ENST00000464731	processed_pseudogene	0	0	0	78	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43
PAK2	ENSG00000180370	ENST00000327134	protein_coding	1	4	0	820	26	1	5	0	0	0	0	49	0	0	713	0	0	0	0	0	1	0	1	0	0	0	0	0	2	29
PAK2	ENSG00000180370	ENST00000426668	protein_coding	1	2	0	223	0	0	0	0	0	0	0	28	0	0	163	0	0	0	0	0	1	0	1	0	0	0	0	0	1	34
PAK2	ENSG00000180370	ENST00000481344	retained_intron	0	0	0	64	0	0	0	0	0	0	0	34	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
PAQR9	ENSG00000188582	ENST00000340634	protein_coding	0	6	0	56	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	35
PAQR9	ENSG00000188582	ENST00000492509	protein_coding	0	4	0	123	5	0	0	0	0	0	0	28	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30
PAQR9	ENSG00000188582	ENST00000498470	protein_coding	0	1	0	101	5	0	0	0	0	0	0	21	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27
PARL	ENSG00000175193	ENST00000311101	protein_coding	0	0	2	347	0	0	0	0	0	0	0	31	0	0	285	2	0	0	0	0	0	0	0	0	0	0	0	0	0	31
PARL	ENSG00000175193	ENST00000317096	protein_coding	0	1	2	346	0	0	0	0	0	0	0	31	0	0	284	2	0	0	0	0	0	0	0	0	0	0	0	0	1	31
PARL	ENSG00000175193	ENST00000417784	protein_coding	0	0	1	131	0	0	0	0	0	0	0	31	0	0	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35
PARL	ENSG00000175193	ENST00000418450	protein_coding	0	0	1	116	0	0	0	0	0	0	0	31	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28
PARL	ENSG00000175193	ENST00000421484	nonsense_mediated_decay	0	0	1	348	2	0	0	0	0	0	0	31	0	0	284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31
PARL	ENSG00000175193	ENST00000435888	protein_coding	0	0	2	346	0	0	0	0	0	0	0	31	0	0	285	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30
PARL	ENSG00000175193	ENST00000449306	protein_coding	0	0	2	321	0	0	0	0	0	0	0	27	0	0	264	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30
PARL	ENSG00000175193	ENST00000450375	protein_coding	0	0	1	116	0	0	0	0	0	0	0	31	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28
PARL	ENSG00000175193	ENST00000469056	retained_intron	0	0	0	168	0	0	0	0	0	0	0	21	0	0	115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31
PARL	ENSG00000175193	ENST00000488202	retained_intron	0	0	0	73	0	0	0	0	0	0	0	22	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	32
PARP14	ENSG00000173193	ENST00000460683	nonsense_mediated_decay	1	3	5	244	29	0	0	0	0	0	0	24	0	0	157	5	0	0	0	0	0	1	0	0	0	0	0	0	3	35
PARP14	ENSG00000173193	ENST00000474629	protein_coding	2	3	6	310	14	0	1	0	0	0	0	24	0	0	242	6	0	0	0	0	0	0	1	0	0	0	0	2	3	29
PARP14	ENSG00000173193	ENST00000474669	retained_intron	0	0	0	161	0	0	0	0	0	0	0	26	0	0	92	0	27	0	0	0	0	0	0	0	0	0	0	0	0	16
PARP14	ENSG00000173193	ENST00000475640	processed_transcript	0	0	0	71	0	0	0	0	0	0	0	37	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
PARP14	ENSG00000173193	ENST00000483611	processed_transcript	0	0	0	88	0	0	0	0	0	0	0	20	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
PARP14	ENSG00000173193	ENST00000494811	protein_coding	0	0	1	131	0	0	0	0	0	0	0	16	0	0	86	1	0	0	0	0	0	0	1	0	0	0	0	0	0	29
PARP15	ENSG00000173200	ENST00000310366	protein_coding	0	4	2	131	0	0	0	0	0	0	0	26	0	0	87	2	0	0	0	1	0	0	0	0	0	0	0	0	3	18
PARP15	ENSG00000173200	ENST00000464300	protein_coding	0	5	5	421	0	0	0	0	0	0	0	26	0	0	375	5	0	0	0	1	0	0	1	0	0	0	0	0	3	21
PARP15	ENSG00000173200	ENST00000465304	processed_transcript	0	0	0	285	0	0	0	0	0	0	0	25	0	0	207	0	8	0	0	0	0	0	0	0	0	0	0	0	0	45
PARP15	ENSG00000173200	ENST00000473627	processed_transcript	0	0	0	93	0	0	0	0	0	0	0	16	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
PARP15	ENSG00000173200	ENST00000483793	protein_coding	0	3	4	439	18	0	0	0	0	0	0	24	0	0	377	4	0	0	0	0	0	0	1	0	0	0	0	0	2	21
PARP15	ENSG00000173200	ENST00000493645	protein_coding	0	2	2	132	0	0	0	0	0	0	0	26	0	0	88	2	0	0	0	0	0	0	0	0	0	0	0	0	2	18
PARP3	ENSG00000041880	ENST00000398755	protein_coding	0	4	1	46	0	0	1	0	0	0	0	8	0	0	17	1	0	0	0	1	0	0	0	0	0	0	0	0	3	20
PARP3	ENSG00000041880	ENST00000417220	protein_coding	0	3	1	46	0	0	1	0	0	0	0	8	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	3	20
PARP3	ENSG00000041880	ENST00000431474	protein_coding	0	3	1	46	0	0	1	0	0	0	0	8	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	3	20
PARP3	ENSG00000041880	ENST00000470601	retained_intron	0	0	0	44	0	0	0	0	0	0	0	15	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20
PARP3	ENSG00000041880	ENST00000470749	retained_intron	0	0	0	43	0	0	0	0	0	0	0	16	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19
